1,11000,26.815989,99.269132
1,11000,26.867779,99.077784
1,11000,26.883828,99.018637
1,11000,26.887646,99.004575
1,11000,26.840997,99.176645
2,11000,13.475647,197.541540
2,11000,13.462389,197.736080
2,11000,13.479565,197.484121
2,11000,13.452201,197.885829
2,11000,13.493770,197.276218
3,11000,9.112048,292.140689
3,11000,9.121312,291.843970
3,11000,9.077400,293.255767
3,11000,9.132066,291.500303
3,11000,9.075240,293.325582
4,11000,7.072610,376.381565
4,11000,7.008782,379.809219
4,11000,7.045106,377.850958
4,11000,7.017085,379.359793
4,11000,7.022521,379.066147
5,11000,5.573330,477.631849
5,11000,5.583662,476.748022
5,11000,5.537723,480.702968
5,11000,5.605923,474.854918
5,11000,5.641404,471.868386
6,11000,4.844669,549.469952
6,11000,4.815652,552.780812
6,11000,4.814109,552.957997
6,11000,4.826294,551.561907
6,11000,4.814912,552.865796
7,11000,4.023282,661.648951
7,11000,4.011842,663.535648
7,11000,4.019810,662.220280
7,11000,4.017638,662.578397
7,11000,4.026055,661.193235
8,11000,3.595255,740.420371
8,11000,3.578572,743.872170
8,11000,3.560542,747.639048
8,11000,3.568143,746.046353
8,11000,3.574662,744.685844
9,11000,3.303793,805.740512
9,11000,3.284574,810.455094
9,11000,3.290659,808.956444
9,11000,3.308107,804.689835
9,11000,3.275449,812.712996
10,11000,3.087236,862.259922
10,11000,3.088403,861.934074
10,11000,3.081818,863.775905
10,11000,3.083956,863.177172
10,11000,3.100081,858.687361
11,11000,2.782989,956.525573
11,11000,2.785663,955.607447
11,11000,2.790672,953.892143
11,11000,2.790972,953.789489
11,11000,2.787976,954.814650
12,11000,2.515502,1058.237941
12,11000,2.566766,1037.102861
12,11000,2.500315,1064.665700
12,11000,2.515490,1058.242966
12,11000,2.518780,1056.861022
13,11000,2.521566,1055.693369
13,11000,2.508544,1061.173376
13,11000,2.511292,1060.012336
13,11000,2.505207,1062.586705
13,11000,2.503040,1063.506702
14,11000,2.332334,1141.345828
14,11000,2.335249,1139.921350
14,11000,2.341078,1137.082851
14,11000,2.337703,1138.724469
14,11000,2.328094,1143.424657
15,11000,2.158465,1233.283606
15,11000,2.146430,1240.198844
15,11000,2.233712,1191.738110
15,11000,2.209402,1204.851177
15,11000,2.179401,1221.436263
16,11000,1.980830,1343.880811
16,11000,1.966217,1353.868848
16,11000,1.972437,1349.599363
16,11000,1.977836,1345.915563
16,11000,1.970343,1351.034100
17,11000,1.902589,1399.146187
17,11000,1.887824,1410.088721
17,11000,1.904611,1397.660390
17,11000,1.888162,1409.836472
17,11000,1.891086,1407.656796
18,11000,1.694113,1571.323386
18,11000,1.697475,1568.211536
18,11000,1.695972,1569.601456
18,11000,1.705272,1561.040960
18,11000,1.694413,1571.045790
19,11000,1.693532,1571.862504
19,11000,1.697037,1568.616778
19,11000,1.697684,1568.018992
19,11000,1.698396,1567.361583
19,11000,1.691428,1573.818040
20,11000,1.549338,1718.153555
20,11000,1.544876,1723.115156
20,11000,1.553534,1713.512332
20,11000,1.549341,1718.149669
20,11000,1.549112,1718.404047
21,11000,1.538685,1730.048339
21,11000,1.540476,1728.036876
21,11000,1.537195,1731.725754
21,11000,1.546200,1721.640607
21,11000,1.544458,1723.582260
22,11000,1.509108,1763.956337
22,11000,1.510387,1762.461629
22,11000,1.509974,1762.943875
22,11000,1.509041,1764.034216
22,11000,1.507097,1766.309273
23,11000,1.508352,1764.839649
23,11000,1.509113,1763.949701
23,11000,1.511089,1761.643552
23,11000,1.508598,1764.552251
23,11000,1.508232,1764.981007
24,11000,1.354453,1965.369739
24,11000,1.343709,1981.083789
24,11000,1.349337,1972.820513
24,11000,1.338881,1988.227701
24,11000,1.370862,1941.844446
25,11000,1.297212,2052.092642
25,11000,1.298076,2050.727552
25,11000,1.297244,2052.042195
25,11000,1.297137,2052.211196
25,11000,1.292028,2060.327105
26,11000,1.329588,2002.124186
26,11000,1.332860,1997.209522
26,11000,1.331315,1999.526482
26,11000,1.324476,2009.851863
26,11000,1.332943,1997.084248
27,11000,1.218878,2183.975088
27,11000,1.207869,2203.882171
27,11000,1.210010,2199.982197
27,11000,1.207298,2204.923554
27,11000,1.211193,2197.832291
28,11000,1.187692,2241.321564
28,11000,1.189600,2237.726935
28,11000,1.183394,2249.461705
28,11000,1.183977,2248.355286
28,11000,1.182658,2250.862648
29,11000,1.179241,2257.383355
29,11000,1.185395,2245.665421
29,11000,1.186344,2243.868618
29,11000,1.181272,2253.502376
29,11000,1.187009,2242.611500
30,11000,1.145597,2323.679316
30,11000,1.137174,2340.890639
30,11000,1.144817,2325.262269
30,11000,1.141657,2331.698814
30,11000,1.130940,2353.795148
31,11000,1.145859,2323.148144
31,11000,1.138543,2338.075018
31,11000,1.136855,2341.547187
31,11000,1.133061,2349.389019
31,11000,1.137648,2339.915063
32,11000,1.084410,2454.791508
32,11000,1.083123,2457.708512
32,11000,1.078501,2468.240577
32,11000,1.084581,2454.405178
32,11000,1.084275,2455.097174
33,11000,1.068323,2491.756015
33,11000,1.068656,2490.980356
33,11000,1.071179,2485.112644
33,11000,1.070307,2487.137528
33,11000,1.067445,2493.804631
34,11000,1.075401,2475.356443
34,11000,1.078848,2467.446577
34,11000,1.074192,2478.141784
34,11000,1.081448,2461.513585
34,11000,1.077110,2471.428256
35,11000,1.016749,2618.149198
35,11000,1.014908,2622.896555
35,11000,1.007559,2642.030136
35,11000,1.016148,2619.697731
35,11000,1.007069,2643.313888
36,11000,0.981054,2713.408631
36,11000,0.983676,2706.174447
36,11000,0.976503,2726.052907
36,11000,0.988953,2691.735475
36,11000,0.983485,2706.701241
37,11000,0.981720,2711.567663
37,11000,0.990539,2687.424438
37,11000,0.978969,2719.186546
37,11000,0.982710,2708.835933
37,11000,0.980860,2713.944026
38,11000,1.015249,2622.016826
38,11000,1.013539,2626.441121
38,11000,1.011887,2630.728377
38,11000,1.013849,2625.636564
38,11000,1.018969,2612.443294
39,11000,0.958186,2778.165324
39,11000,0.961200,2769.455012
39,11000,0.963748,2762.133272
39,11000,0.960604,2771.174126
39,11000,0.960500,2771.472057
40,11000,0.918098,2899.473606
40,11000,0.917282,2902.052852
40,11000,0.924089,2880.675509
40,11000,0.919563,2894.852765
40,11000,0.917274,2902.076533
41,11000,0.918026,2899.700801
41,11000,0.917613,2901.005661
41,11000,0.919752,2894.258153
41,11000,0.922807,2884.676395
41,11000,0.914523,2910.808251
42,11000,0.896832,2968.225877
42,11000,0.900244,2956.975212
42,11000,0.899667,2958.873606
42,11000,0.902374,2949.996405
42,11000,0.901406,2953.165858
43,11000,0.904806,2942.066590
43,11000,0.897445,2966.197894
43,11000,0.898006,2964.346939
43,11000,0.904597,2942.746474
43,11000,0.899701,2958.761467
44,11000,0.867127,3069.906757
44,11000,0.865373,3076.130561
44,11000,0.864656,3078.679794
44,11000,0.864691,3078.555905
44,11000,0.867197,3069.660271
45,11000,0.845795,3147.335177
45,11000,0.848727,3136.462233
45,11000,0.848464,3137.434234
45,11000,0.848313,3137.993927
45,11000,0.848998,3135.459982
46,11000,0.892040,2984.171287
46,11000,0.884310,3010.256700
46,11000,0.890558,2989.137836
46,11000,0.888207,2997.048959
46,11000,0.888849,2994.883816
47,11000,0.885089,3007.606523
47,11000,0.888870,2994.812841
47,11000,0.889859,2991.486418
47,11000,0.884667,3009.042218
47,11000,0.897319,2966.615100
48,11000,0.835077,3187.728814
48,11000,0.844073,3153.754112
48,11000,0.828806,3211.850943
48,11000,0.829235,3210.188179
48,11000,0.824044,3230.408423
49,11000,0.810086,3286.072160
49,11000,0.812530,3276.188173
49,11000,0.808569,3292.234384
49,11000,0.810344,3285.026573
49,11000,0.808382,3292.999149
50,11000,0.801818,3319.954014
50,11000,0.795075,3348.110862
50,11000,0.799718,3328.671921
50,11000,0.798138,3335.263075
